col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,order,division
Total,120,94,86,66,61,58,47,46,45,42,28,26,24,77,39,29,13,0,21,41
,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,42
,Kathryn S Huggins,Dewayne Drummond,Ken Washington,Liam G Boyle,Kevin Bundy,Lisa Rhodes,Monica Maria Djerassi,Linda Norris,John Brady,Nat Lownes,Rebecca Poyourow,Jacque Whaumbush,Joe Khan,Mike Stack,Kathi Cozzone,Nina Ahmad,John Fetterman,Ray Sosa,2,42
Kathryn S Huggins,2,49,48,46,27,23,23,17,10,5,6,2,1,37,27,5,1,1,3,42
Dewayne Drummond,,2,48,46,28,20,22,15,9,7,6,3,1,30,18,3,1,2,4,42
Ken Washington,,,0,44,29,19,22,15,11,6,6,1,0,32,16,4,1,1,5,42
Liam G Boyle,,,,0,25,17,19,13,8,7,5,1,0,28,16,3,1,1,6,42
Kevin Bundy,,,,,1,6,7,1,9,6,4,2,1,14,13,3,0,0,7,42
Lisa Rhodes,,,,,,0,17,16,5,1,3,3,1,15,5,3,1,1,8,42
Monica Maria Djerassi,,,,,,,0,14,4,0,2,2,1,14,6,1,1,1,9,42
Linda Norris,,,,,,,,0,2,0,2,0,0,12,2,1,1,1,10,42
John Brady,,,,,,,,,0,2,2,1,0,10,2,1,0,0,11,42
Nat Lownes,,,,,,,,,,0,5,1,0,4,2,1,0,0,12,42
Rebecca Poyourow,,,,,,,,,,,0,1,0,4,2,1,0,0,13,42
Jacque Whaumbush,,,,,,,,,,,,0,1,2,1,0,0,0,14,42
Joe Khan,,,,,,,,,,,,,0,0,1,0,0,0,15,42
Mike Stack,,,,,,,,,,,,,,3,0,0,0,0,16,42
Kathi Cozzone,,,,,,,,,,,,,,,0,0,0,0,17,42
Nina Ahmad,,,,,,,,,,,,,,,,0,0,0,18,42
John Fetterman,,,,,,,,,,,,,,,,,1,0,19,42
Ray Sosa,,,,,,,,,,,,,,,,,,0,20,42
Total,74,57,56,50,32,25,23,17,14,7,7,3,1,49,31,7,2,2,21,42
